--------------------------------------------------------------------------------------------------------------------------
Hall of Fame with 200 individuals
		Gene: [0.1260348902698966, 1.5289443929499578, 0.1267637241999138, 0.001219899795313704, 0.19317124389022589, 0.3720939935066173]
		Fitness: 0.02088205754611877 
	Individual 27: 
		Gene: [0.1293708476702726, 1.535926088290842, 0.1078145031774747, 0.010716733258690759, 0.19355338410227846, 0.44032652139468564]
		Fitness: 0.02088392204026679 
	Individual 28: 
		Gene: [0.1298736489857629, 1.589685470061677, 0.14173101735657867, 0.0049051337462406785, 0.18913008292001646, 0.3349066738573067]
		Fitness: 0.02088899076201539 
	Individual 29: 
		Gene: [0.13430623928592209, 1.6322524332423671, 0.1387143083712819, 0.0011591374747200421, 0.20411361820883356, 0.3620235245383145]
		Fitness: 0.020890486156864507 
	Individual 30: 
		Gene: [0.12606780313784122, 1.5213143096333983, 0.11832763785279458, 0.0019135336508216644, 0.19653195886102517, 0.4014314142295464]
		Fitness: 0.020895325234303486 
	Individual 31: 
		Gene: [0.13470034108623974, 1.6292172828632645, 0.13991703869037533, 0.0027218113082514914, 0.20685532082362343, 0.3659857185130307]
		Fitness: 0.02090585671370293 
	Individual 32: 
		Gene: [0.1345511830185896, 1.6314486308459195, 0.1454330554548521, 2.8524710001000003e-05, 0.18604891489492295, 0.3256669778055419]
		Fitness: 0.02090714731101162 
	Individual 33: 
		Gene: [0.12744665309607342, 1.5340988583088626, 0.12872365547272066, 0.0037765863530653063, 0.19312868491597293, 0.3728010319450516]
		Fitness: 0.02091569659782505 
	Individual 34: 
		Gene: [0.12455145085485235, 1.5078642434098084, 0.12514126004561574, 0.008142415513099613, 0.18365324782386971, 0.36703661233406426]
		Fitness: 0.020925297554808042 
	Individual 35: 
		Gene: [0.1262862756733525, 1.5023099049294268, 0.10268417707727404, 0.030323268800982437, 0.18873248620538213, 0.46394411733074464]
		Fitness: 0.020950279240215586 
	Individual 36: 
		Gene: [0.13144621573014484, 1.5959593728165495, 0.13201748003290908, 0.013577192404836584, 0.1938539784493811, 0.3683043323763346]
		Fitness: 0.02097034452676433 
	Individual 37: 
		Gene: [0.13297786132375802, 1.5857295580915598, 0.13920347577116796, 0.014538200503120272, 0.188022149005594, 0.3525673422420271]
		Fitness: 0.02099734550466592 
	Individual 38: 
		Gene: [0.1294842624765547, 1.5579879591723131, 0.12500343137914882, 0.03209598504007141, 0.184106458124649, 0.38571051142589513]
		Fitness: 0.020998962477517813 
	Individual 39: 
		Gene: [0.127836181178131, 1.5251155776338559, 0.12665685881184943, 0.03645381597832773, 0.17825866528339745, 0.3799175126370309]
		Fitness: 0.021013108420671334 
	Individual 40: 
		Gene: [0.12633749728417734, 1.4955380261644269, 0.12497117997632871, 0.033095678126370785, 0.17574966905747538, 0.3803262906590368]
		Fitness: 0.021013605640154476 
	Individual 41: 
		Gene: [0.13258665143861784, 1.6307812838819111, 0.13418960301773103, 0.020244628880921944, 0.19424010356171578, 0.36456870398838637]
		Fitness: 0.021029623682791362 
	Individual 42: 
		Gene: [0.13303056205828445, 1.6142092015770904, 0.12050281039894088, 0.030505842672899214, 0.18699816463300584, 0.39682871944047826]
		Fitness: 0.021029879206447666 
	Individual 43: 
		Gene: [0.12815996799960042, 1.5764714010790202, 0.1463279430425006, 0.002602490937559214, 0.18713370651722677, 0.3224460662791852]
		Fitness: 0.02104745299678007 
	Individual 44: 
		Gene: [0.12602568644839085, 1.4911313775607669, 0.13441243924028523, 0.026760775226870457, 0.17122019965671312, 0.34952644951615003]
		Fitness: 0.021067987779556263 
	Individual 45: 
		Gene: [0.12567053979842674, 1.5229435232356325, 0.11313671267172982, 1e-05, 0.19978173815783212, 0.41824072353833047]
		Fitness: 0.021090476586904605 
	Individual 46: 
		Gene: [0.13240132515597233, 1.6090460365541093, 0.1622959203272042, 0.014562769560129904, 0.18075430176598042, 0.3009868517579767]
		Fitness: 0.02109347023034225 
	Individual 47: 
		Gene: [0.12481841552434438, 1.5365772427166775, 0.10150467836035153, 0.002240875232924025, 0.199508807295501, 0.45002287977286365]
		Fitness: 0.02110013476135944 
	Individual 48: 
		Gene: [0.1291482269406422, 1.5482456710298154, 0.13447839686327112, 1e-05, 0.20130735459188046, 0.370877214298749]
		Fitness: 0.02110108828229107 
	Individual 49: 
		Gene: [0.13552217557926527, 1.6232901793423749, 0.15686497934313895, 0.013126764447801748, 0.18705391886315045, 0.320032885656931]
		Fitness: 0.02110451236302846 
	Individual 50: 
		Gene: [0.1320739438249455, 1.5589129679622329, 0.12490249664714113, 0.006603635661063622, 0.2017015579754393, 0.40344417156785245]
		Fitness: 0.021105323272541443 
	Individual 51: 
		Gene: [0.1282671339704114, 1.5138036044740497, 0.10629872668318761, 0.006009731648070748, 0.20374105519314326, 0.4623536946116869]
		Fitness: 0.02111342886303222 
	Individual 52: 
		Gene: [0.1250936438668179, 1.5173836808311407, 0.12022059263908143, 0.00021290718983477214, 0.19537325135367264, 0.39023185195035814]
		Fitness: 0.021131292361354692 
	Individual 53: 
		Gene: [0.1258313610547377, 1.542028789166107, 0.12007441393992256, 2.8524710001000003e-05, 0.1935803585260203, 0.3850006825475921]
		Fitness: 0.021141349605036996 
	Individual 54: 
		Gene: [0.12759339556754098, 1.5719670036143105, 0.1271060100571515, 0.021950818715871713, 0.1825259695847759, 0.3636227169844037]
		Fitness: 0.02116419442570376 
	Individual 55: 
		Gene: [0.1323122485281617, 1.6174562287146996, 0.1298412072044638, 0.0023483144379667416, 0.20465098184164787, 0.3806382947230015]
		Fitness: 0.021170745621763132 
	Individual 56: 
		Gene: [0.1246956512486616, 1.4934418903218656, 0.11340952700576991, 1.94999e-05, 0.19501882351939195, 0.41319960631154246]
		Fitness: 0.021187761778910408 
	Individual 57: 
		Gene: [0.12955555061065968, 1.5685709784198583, 0.14163996591433983, 0.021422968437819205, 0.18689451017881475, 0.3457301548462673]
		Fitness: 0.02119835366802486 
	Individual 58: 
		Gene: [0.134425985135806, 1.6571021931170924, 0.17358334686757634, 0.011872775303915204, 0.18513628598770365, 0.28525738496269404]
		Fitness: 0.021211320653593144 
	Individual 59: 
		Gene: [0.12721936885436544, 1.5349534701047869, 0.11099661170845332, 0.008953420250859039, 0.1966928170711766, 0.428335691173925]
		Fitness: 0.02122800111789891 
	Individual 60: 
		Gene: [0.13713773757075734, 1.6889289586055634, 0.15911806050345897, 0.009429499165804555, 0.19475409276572206, 0.3138545161866259]
		Fitness: 0.021230233801829423 
	Individual 61: 
		Gene: [0.13477312346434098, 1.6160536812498176, 0.12611610680128202, 1e-05, 0.2123964066215789, 0.4053978767095944]
		Fitness: 0.021232167792448242 
	Individual 62: 
		Gene: [0.12559094692183903, 1.515094754476433, 0.11993250571871023, 0.0009443084007349323, 0.19501761556633815, 0.39438680896474143]
		Fitness: 0.02124330253285933 
	Individual 63: 
		Gene: [0.13125223068624126, 1.57463136961925, 0.13835846770399715, 0.028553287376501743, 0.1744463500620818, 0.3429772324718344]
		Fitness: 0.021247407851516742 
	Individual 64: 
		Gene: [0.12584288623878076, 1.5433424027747065, 0.11132040731453992, 0.0007893735147516051, 0.19211536441825805, 0.40671367998884866]
		Fitness: 0.02125084869046695 
	Individual 65: 
		Gene: [0.1327097585887546, 1.6078795784814732, 0.12180638656738141, 0.07447707696554984, 0.1750314110351934, 0.40645710009043845]
		Fitness: 0.02125296493546902 
	Individual 66: 
		Gene: [0.12854004180577566, 1.514485876685799, 0.12400030760753063, 0.002611493923345761, 0.19734836881102827, 0.3978542556070531]
		Fitness: 0.021254356701794014 
	Individual 67: 
		Gene: [0.12633168422949204, 1.5258515065943572, 0.1209017248762525, 1e-05, 0.19926002389442374, 0.3957715149861872]
		Fitness: 0.021255351887961904 
	Individual 68: 
		Gene: [0.12686742268057005, 1.5547927873414862, 0.11517298924965215, 1e-05, 0.20371597886483336, 0.41246763534205655]
		Fitness: 0.021262746459371817 
	Individual 69: 
		Gene: [0.13228337153149028, 1.6317626876791753, 0.13631051782975948, 0.03470153415674698, 0.190781173201786, 0.3621364889786943]
		Fitness: 0.021264600739293316 
	Individual 70: 
		Gene: [0.12545626865172504, 1.5373872775011783, 0.11707303177337422, 1.94999e-05, 0.1944980324521183, 0.3927800744425581]
		Fitness: 0.02126993572786623 
	Individual 71: 
		Gene: [0.12558163965664476, 1.50365256903875, 0.13042106985791663, 1e-05, 0.18863377345871907, 0.3621747563219515]
		Fitness: 0.021270673942142493 
	Individual 72: 
		Gene: [0.13140580042565855, 1.5973981658757175, 0.12725578677275814, 0.031245071546636954, 0.18877195844670203, 0.3839616515282707]
		Fitness: 0.02128118589267486 
	Individual 73: 
		Gene: [0.13189234334322086, 1.59596439499163, 0.12697768174668875, 0.024438287697713206, 0.18735672626065797, 0.37984440725863117]
		Fitness: 0.021290023615153864 
	Individual 74: 
		Gene: [0.12594427058762803, 1.5461087289260365, 0.11369327927454707, 0.00806280927354292, 0.19149946805072704, 0.40375921187756725]
		Fitness: 0.02129582553414372 
	Individual 75: 
		Gene: [0.13197755884488785, 1.61769305695996, 0.13572172206488048, 1e-05, 0.19311176662761645, 0.3477003518702825]
		Fitness: 0.021307896149986016 
	Individual 76: 
		Gene: [0.13256378550050843, 1.6324924891971473, 0.11966786942446454, 1e-05, 0.21911914279689623, 0.42281685905961225]
		Fitness: 0.02132185201772263 
	Individual 77: 
		Gene: [0.1287437321413729, 1.5508201388575258, 0.11068493388421317, 0.06789778560809807, 0.16762545502047782, 0.4240081073644863]
		Fitness: 0.021342937677560236 
	Individual 78: 
		Gene: [0.1310967832149554, 1.5991610069181659, 0.12382499219625279, 1.94999e-05, 0.1922154611466161, 0.37559850063005606]
		Fitness: 0.021348318226491247 
	Individual 79: 
		Gene: [0.1256108524883165, 1.5179125509704048, 0.1244140690866676, 0.0029644722344437414, 0.19232449315396655, 0.37937033581058044]
		Fitness: 0.021368388077073475 
	Individual 80: 
		Gene: [0.1291521377777653, 1.5389335937069955, 0.13752720432028864, 0.020176058929764124, 0.1904314521817757, 0.3629998156789175]
		Fitness: 0.021403940008440092 
	Individual 81: 
		Gene: [0.12657831774380737, 1.5132668015542794, 0.12320215321952745, 1e-05, 0.1925628705340242, 0.38533087726171766]
		Fitness: 0.021407057591990353 
	Individual 82: 
		Gene: [0.13335384884160503, 1.5680981102305014, 0.13638335786073305, 0.009874317746342284, 0.19286725818412992, 0.36864592491798476]
		Fitness: 0.02142382957470504 
	Individual 83: 
		Gene: [0.12620329891141624, 1.5165522445176822, 0.11266535455288197, 0.003690533023497998, 0.19439849146359062, 0.415522969275773]
		Fitness: 0.021425247506554446 
	Individual 84: 
		Gene: [0.13372819532110794, 1.5722451487455782, 0.11802120601904165, 0.0005444457247731035, 0.2010400626523665, 0.41828163081466185]
		Fitness: 0.0214434119346944 
	Individual 85: 
		Gene: [0.1260954764814679, 1.5462811736681437, 0.12412061767286985, 0.007514003277202015, 0.18503079936827466, 0.36600446788751784]
		Fitness: 0.0214729908181589 
	Individual 86: 
		Gene: [0.13458376871602637, 1.5815994713037431, 0.13345517278216293, 0.04528447242846931, 0.18018516832518802, 0.37896771922533967]
		Fitness: 0.02147518473654203 
	Individual 87: 
		Gene: [0.1292142853868737, 1.538613016400445, 0.0979583315815138, 0.030273638544250768, 0.192997778738611, 0.489392425104116]
		Fitness: 0.021495715240548163 
	Individual 88: 
		Gene: [0.1264756722227307, 1.5546257798347096, 0.13526932031358938, 1.94999e-05, 0.18495737738184334, 0.33697473156013047]
		Fitness: 0.02150318664723 
	Individual 89: 
		Gene: [0.13083862878384486, 1.6188104605964075, 0.1270157066929653, 0.003272864983734415, 0.20785164225003752, 0.38638343189453633]
		Fitness: 0.02150817644193935 
	Individual 90: 
		Gene: [0.12401109704509565, 1.5200695347382762, 0.11125663557809155, 0.02189964596779505, 0.1822016450218299, 0.40588998705225254]
		Fitness: 0.021512702634983727 
	Individual 91: 
		Gene: [0.13166193901922935, 1.565457295767484, 0.14803323000581334, 0.00011106081716742475, 0.19640846893573383, 0.34173479284141456]
		Fitness: 0.021532221190849743 
	Individual 92: 
		Gene: [0.12561754832510852, 1.492356377517303, 0.1246322663964811, 0.013685956092147157, 0.17782772037626593, 0.37063408871256326]
		Fitness: 0.02153235361975009 
	Individual 93: 
		Gene: [0.1280877007450136, 1.5172546998028016, 0.14408008779725776, 0.011427250877083786, 0.18655027523485004, 0.34278120981722404]
		Fitness: 0.02154543335336262 
	Individual 94: 
		Gene: [0.13249064900966642, 1.555591357491372, 0.1220754337221669, 0.03546358512050962, 0.18002280700997514, 0.3995164727198429]
		Fitness: 0.021548591588698776 
	Individual 95: 
		Gene: [0.12445307061678704, 1.5012592420625968, 0.12302710975902063, 1e-05, 0.19064707386067492, 0.37897229305438623]
		Fitness: 0.02156323661011622 
	Individual 96: 
		Gene: [0.1335853661773424, 1.594239311114866, 0.1447057332937717, 0.012481359187901516, 0.19693216518216572, 0.35425217673243314]
		Fitness: 0.021564515261611295 
	Individual 97: 
		Gene: [0.13098718148177052, 1.6023894440675153, 0.1315319337304491, 1e-05, 0.20664888583959026, 0.37595558679704166]
		Fitness: 0.02157197253104398 
	Individual 98: 
		Gene: [0.1243848664674388, 1.4701310620922536, 0.1106470653384526, 0.002631130536914097, 0.18361914342475374, 0.41070277072324296]
		Fitness: 0.021582945751307703 
	Individual 99: 
		Gene: [0.1254606620583168, 1.5076413004635885, 0.1111386017776767, 0.018567001993114583, 0.18277694632427632, 0.4121845232245719]
		Fitness: 0.021586666629565876 
	Individual 100: 
		Gene: [0.13029596680169375, 1.6099575812735105, 0.1280138046739515, 0.0088656808558988, 0.18333343516312195, 0.3532151616203764]
		Fitness: 0.02159387063610846 
	Individual 101: 
		Gene: [0.12334795419750696, 1.4722650425698165, 0.10317412910165134, 0.010289057751660948, 0.18497477702977774, 0.4388918126666422]
		Fitness: 0.021594822818131354 
	Individual 102: 
		Gene: [0.1268235017859917, 1.527860362398347, 0.11688048098512532, 1e-05, 0.20340226828355304, 0.415826759513728]
		Fitness: 0.02159680154241428 
	Individual 103: 
		Gene: [0.12416196304496337, 1.4568216804381964, 0.10448622328308149, 1e-05, 0.1929436118448585, 0.44755395504507944]
		Fitness: 0.021602043623516823 
	Individual 104: 
		Gene: [0.12473393490795376, 1.4898576568622024, 0.11783040189970101, 0.03146559457713862, 0.17094865292441183, 0.3863968896848057]
		Fitness: 0.021605993058833484 
	Individual 105: 
		Gene: [0.12676063899216497, 1.5446270280093681, 0.1130839311348332, 0.00371312929553305, 0.1852434431478856, 0.39468776188204185]
		Fitness: 0.021608776420269482 
	Individual 106: 
		Gene: [0.12951597864846856, 1.5827566714174393, 0.14221511464719855, 0.02885938544483212, 0.17848119866507936, 0.33552541981997863]
		Fitness: 0.021619495709970127 
	Individual 107: 
		Gene: [0.12657326536287683, 1.546168059521701, 0.121487333575295, 0.015804653990679405, 0.18450295320684987, 0.3795359639163504]
		Fitness: 0.02162012571714944 
	Individual 108: 
		Gene: [0.1244643441544884, 1.4853709324120876, 0.14027248159903571, 0.0061470301649351545, 0.17643318729098836, 0.3299947586021787]
		Fitness: 0.021620861098635147 
	Individual 109: 
		Gene: [0.12563063327910348, 1.516549963692789, 0.11339142466814109, 1e-05, 0.19688512279697817, 0.4149259848475751]
		Fitness: 0.02163041862498538 
	Individual 110: 
		Gene: [0.13112609828391156, 1.5955736543426777, 0.11934377309643829, 1e-05, 0.21407000017645966, 0.41982243132185176]
		Fitness: 0.02164061264224182 
	Individual 111: 
		Gene: [0.12358277463172321, 1.4879017811071549, 0.1367744564881079, 0.007048873509323819, 0.17372932766886678, 0.3309175229693743]
		Fitness: 0.021646301262806034 
	Individual 112: 
		Gene: [0.12360064497919752, 1.4901585210054158, 0.1262355453412249, 0.02742385227683039, 0.1696852658059816, 0.3582419697255181]
		Fitness: 0.02165263209699675 
	Individual 113: 
		Gene: [0.13096791846753453, 1.5485930811820132, 0.1644280113103311, 0.001963317669309427, 0.18197211641317218, 0.3016793260136628]
		Fitness: 0.021653587463869806 
	Individual 114: 
		Gene: [0.13632091087473333, 1.669440535691492, 0.11455551470879, 0.007109791391390005, 0.21902642183273896, 0.4442968717347338]
		Fitness: 0.021666634784447025 
	Individual 115: 
		Gene: [0.12337860467758788, 1.4654051495270184, 0.1143959613802039, 0.02181392163245775, 0.17669122398217244, 0.40050968683359595]
		Fitness: 0.021670787369919176 
	Individual 116: 
		Gene: [0.12368239300239582, 1.5021278708830548, 0.11484750203360514, 0.004253914016694011, 0.18655851067119594, 0.3942118763773873]
		Fitness: 0.021675765437971173 
	Individual 117: 
		Gene: [0.13244493210953556, 1.6231947590670501, 0.12385777741021792, 1.94999e-05, 0.20557143750164167, 0.39430318160933076]
		Fitness: 0.02167854702678329 
	Individual 118: 
		Gene: [0.12773056317143328, 1.546453477178257, 0.12189631602077683, 0.0021560759535904916, 0.19103850850761245, 0.38118979039641926]
		Fitness: 0.021679996574304805 
	Individual 119: 
		Gene: [0.1301828366639605, 1.552522877526733, 0.09737529805412821, 0.011160796553965967, 0.19636892037936812, 0.4823870521957517]
		Fitness: 0.021690291734063227 
	Individual 120: 
		Gene: [0.1284929659454891, 1.5934588230835236, 0.11041620203968266, 0.012708806163829337, 0.19049969841768002, 0.41046043331475907]
		Fitness: 0.021693832376459762 
	Individual 121: 
		Gene: [0.12709497394501415, 1.5726555069191281, 0.1024433771005816, 0.024681901474875246, 0.19372810298429094, 0.45317655938558205]
		Fitness: 0.021696301609002266 
	Individual 122: 
		Gene: [0.12709564907759774, 1.5613816750321812, 0.1034886547013783, 0.014919451373029493, 0.20317684942157185, 0.45912178510394624]
		Fitness: 0.021697620875128776 
	Individual 123: 
		Gene: [0.12117987002351817, 1.4578324461364645, 0.11640766277051982, 1e-05, 0.18022315988243362, 0.38030091987985076]
		Fitness: 0.02171140531613136 
	Individual 124: 
		Gene: [0.12671023457638914, 1.51731137710818, 0.12278968857312117, 0.03312230792731577, 0.1707761915678993, 0.37384427726204894]
		Fitness: 0.02172236737814648 
	Individual 125: 
		Gene: [0.127873514048555, 1.5515218088171085, 0.15566125479114834, 0.02466330745227192, 0.16657667297934775, 0.29914599009405546]
		Fitness: 0.021730163353002097 
	Individual 126: 
		Gene: [0.13091921108182564, 1.5713030579181941, 0.13010762773586973, 0.004730693380256608, 0.20415135929122294, 0.38572674963621056]
		Fitness: 0.021731976582441026 
	Individual 127: 
		Gene: [0.1224893884242046, 1.436207097456255, 0.11808538246653498, 1e-05, 0.18542493225163115, 0.39456372918381394]
		Fitness: 0.02174286771021855 
	Individual 128: 
		Gene: [0.12238045344157143, 1.4657896811717606, 0.12506066555480735, 0.001996530583498004, 0.17788884242359854, 0.35876567210986265]
		Fitness: 0.02176243785178905 
	Individual 129: 
		Gene: [0.129839586772701, 1.5800281805944298, 0.11664563772589949, 1e-05, 0.20089785636752497, 0.4090457713047346]
		Fitness: 0.021777955099517077 
	Individual 130: 
		Gene: [0.12431369930000809, 1.4816106426395892, 0.11584274477204284, 1.94999e-05, 0.19805738651422486, 0.41272965670388306]
		Fitness: 0.021784534449386994 
	Individual 131: 
		Gene: [0.12454935133991613, 1.498801006962075, 0.12712645682561002, 0.038868844584999736, 0.1673948573573398, 0.360553717519749]
		Fitness: 0.02179283504574886 
	Individual 132: 
		Gene: [0.12580050972059584, 1.4772037750777782, 0.13201823861208592, 0.016369380128750895, 0.17846890897238216, 0.36027074206797427]
		Fitness: 0.021794560124418494 
	Individual 133: 
		Gene: [0.12545760427555422, 1.5322469086190176, 0.12357535882683623, 0.020356292428479462, 0.18407487447141374, 0.37576337963479883]
		Fitness: 0.021798411107165516 
	Individual 134: 
		Gene: [0.12373874049572578, 1.5365469937240488, 0.1121401066522999, 0.014266853363680587, 0.18526705905073365, 0.3969836870926886]
		Fitness: 0.02180150650607604 
	Individual 135: 
		Gene: [0.1343495910313008, 1.6355265315303342, 0.11799986677564166, 0.014988005262994705, 0.1981819532945529, 0.408457351560279]
		Fitness: 0.021802244970729245 
	Individual 136: 
		Gene: [0.1263624995864951, 1.493432453766682, 0.10248058834167305, 0.023811251663789456, 0.1958513930843459, 0.4748343948995764]
		Fitness: 0.021806012473611802 
	Individual 137: 
		Gene: [0.13188473174412876, 1.5660809495719394, 0.129961433627762, 0.023696266687473166, 0.19645209026014165, 0.3934062290404941]
		Fitness: 0.021810101097153478 
	Individual 138: 
		Gene: [0.12546976340513794, 1.5405449648416836, 0.13707842315201552, 0.017068062832922507, 0.17704821147964678, 0.3339627832421851]
		Fitness: 0.021819562131740577 
	Individual 139: 
		Gene: [0.1265259255346976, 1.5612806990173405, 0.12281109160753109, 0.01576648729249224, 0.1836269294115764, 0.3713148925635418]
		Fitness: 0.02182025433488821 
	Individual 140: 
		Gene: [0.13006481919804025, 1.5576336395100545, 0.10736372903671866, 0.017241037666762264, 0.18718733801383677, 0.43317198305437127]
		Fitness: 0.021823296644841006 
	Individual 141: 
		Gene: [0.12081146576870776, 1.4396624742089557, 0.11099960983297304, 0.0046923591968553715, 0.1795362156123941, 0.400969162724946]
		Fitness: 0.021823743659069306 
	Individual 142: 
		Gene: [0.1344331760530556, 1.5733521686592864, 0.13171850234804128, 0.020436357398924004, 0.19331071676951306, 0.3863478692765863]
		Fitness: 0.02182668214825917 
	Individual 143: 
		Gene: [0.12905323428292279, 1.6031520599291358, 0.123460311545252, 0.0004930432772192055, 0.19484526138717012, 0.3719143242886475]
		Fitness: 0.021832088966945856 
	Individual 144: 
		Gene: [0.1262645276342568, 1.539916486303811, 0.14225384684091888, 0.02031285483342412, 0.1731083747037889, 0.3230627572444813]
		Fitness: 0.021837313988935736 
	Individual 145: 
		Gene: [0.12721988573381066, 1.5377756545662502, 0.12468283557030783, 1e-05, 0.19589376473052295, 0.38297387570393576]
		Fitness: 0.02184905003781229 
	Individual 146: 
		Gene: [0.13706796623290649, 1.612012320355113, 0.12653879792322176, 0.0510291460662835, 0.20322512499783615, 0.43194456163545736]
		Fitness: 0.02185443876445209 
	Individual 147: 
		Gene: [0.1271607761857575, 1.5154396090579434, 0.1139902123861917, 0.011821330657575192, 0.19535107128964882, 0.4220667193601469]
		Fitness: 0.021861765041208736 
	Individual 148: 
		Gene: [0.12459644146594684, 1.4988964520171146, 0.10713517497394813, 1e-05, 0.19456392930271166, 0.4318452385628859]
		Fitness: 0.02186221403421762 
	Individual 149: 
		Gene: [0.12266597236065338, 1.4871199723592148, 0.10150757951866096, 1.94999e-05, 0.18872097726249712, 0.43675826571603393]
		Fitness: 0.02187673917305949 
	Individual 150: 
		Gene: [0.13073825572058215, 1.5734960232569362, 0.12231145869763455, 0.0032189679647388917, 0.19938425233286816, 0.3981541470577399]
		Fitness: 0.021877252506314948 
	Individual 151: 
		Gene: [0.1295820889887285, 1.6040252728333857, 0.16366119778473845, 0.011076418371395278, 0.18031367362254616, 0.2904390684901644]
		Fitness: 0.021885413063833348 
	Individual 152: 
		Gene: [0.13748002063810535, 1.6445868875622038, 0.25212543100935253, 0.028278292281700656, 0.14157287339979382, 0.20108571244244922]
